epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,473.387,0.37921,1.05744,1.05304,0.77689,0.95721,0.9092,0.8898,0.26529,0.46253,0.59467,0.000335824,0.000335824,0.000335824
42,485.073,0.38219,1.05004,1.05704,0.80264,0.90146,0.91411,0.89572,0.25164,0.48881,0.58787,0.00033032,0.00033032,0.00033032
43,496.628,0.36236,1.00028,1.03781,0.78879,0.9265,0.91315,0.87088,0.31839,0.46851,0.63509,0.000324815,0.000324815,0.000324815
44,508.093,0.36757,1.03653,1.0508,0.82155,0.88171,0.91661,0.88996,0.28778,0.44909,0.61368,0.000319311,0.000319311,0.000319311
45,519.781,0.38332,1.04238,1.05789,0.78928,0.92824,0.91277,0.87208,0.31673,0.47759,0.62613,0.000313806,0.000313806,0.000313806
46,531.229,0.38316,1.01423,1.05706,0.81478,0.89728,0.90462,0.87985,0.2858,0.50288,0.62057,0.000308302,0.000308302,0.000308302
47,542.79,0.36209,1.00665,1.04092,0.80963,0.89605,0.91544,0.88901,0.27803,0.45064,0.59463,0.000302798,0.000302798,0.000302798
48,554.335,0.37223,1.00214,1.05409,0.8048,0.9277,0.92587,0.91002,0.273,0.43872,0.58075,0.000297293,0.000297293,0.000297293
49,565.842,0.36164,0.97043,1.03905,0.81353,0.90233,0.92432,0.88673,0.32098,0.45536,0.64222,0.000291789,0.000291789,0.000291789
50,577.352,0.36849,0.97521,1.05322,0.82208,0.88064,0.92133,0.90042,0.28332,0.44537,0.60501,0.000286284,0.000286284,0.000286284
51,588.798,0.35542,0.9355,1.04336,0.81779,0.91209,0.9193,0.89198,0.30288,0.43826,0.60614,0.00028078,0.00028078,0.00028078
52,600.329,0.3541,0.94738,1.04028,0.81214,0.90451,0.9217,0.90465,0.27223,0.44612,0.59045,0.000275276,0.000275276,0.000275276
53,611.826,0.35803,0.9541,1.04391,0.80477,0.92228,0.92602,0.91229,0.21792,0.43144,0.54976,0.000269771,0.000269771,0.000269771
54,623.316,0.35208,0.92367,1.03468,0.8089,0.93356,0.93299,0.90947,0.25905,0.41215,0.57784,0.000264267,0.000264267,0.000264267
55,634.792,0.34992,0.92209,1.03421,0.81191,0.90517,0.9257,0.89844,0.29279,0.44339,0.61985,0.000258762,0.000258762,0.000258762
56,646.245,0.35561,0.93098,1.03877,0.8088,0.92838,0.92913,0.90065,0.29142,0.41919,0.60622,0.000253258,0.000253258,0.000253258
57,657.706,0.36045,0.92678,1.05078,0.81776,0.9422,0.9339,0.92115,0.2491,0.41538,0.58062,0.000247754,0.000247754,0.000247754
58,669.333,0.3542,0.91143,1.03381,0.80963,0.95042,0.93154,0.91732,0.25972,0.40606,0.56835,0.000242249,0.000242249,0.000242249
59,680.753,0.34989,0.88373,1.03645,0.81502,0.96017,0.93855,0.90055,0.34181,0.39272,0.64286,0.000236745,0.000236745,0.000236745
60,692.231,0.34827,0.92482,1.03956,0.82201,0.9465,0.93792,0.91006,0.3083,0.38729,0.60719,0.00023124,0.00023124,0.00023124
61,703.769,0.34223,0.89749,1.03048,0.80334,0.96834,0.93913,0.93309,0.21751,0.36966,0.55365,0.000225736,0.000225736,0.000225736
62,715.195,0.34522,0.88697,1.03406,0.81542,0.93496,0.93597,0.92978,0.17551,0.38962,0.5163,0.000220232,0.000220232,0.000220232
63,726.774,0.3325,0.85087,1.02435,0.79813,0.96015,0.93324,0.9266,0.22569,0.37488,0.53078,0.000214727,0.000214727,0.000214727
64,738.234,0.34009,0.87827,1.02956,0.81183,0.95803,0.93988,0.93074,0.22082,0.35812,0.52816,0.000209223,0.000209223,0.000209223
65,749.757,0.33625,0.85818,1.02714,0.8058,0.96387,0.93511,0.92457,0.24076,0.39219,0.54848,0.000203718,0.000203718,0.000203718
66,761.303,0.3314,0.86333,1.01599,0.81417,0.94293,0.93763,0.92583,0.25387,0.39541,0.55354,0.000198214,0.000198214,0.000198214
67,772.789,0.33739,0.8788,1.02635,0.81665,0.94872,0.942,0.92599,0.27259,0.3881,0.59162,0.00019271,0.00019271,0.00019271
68,784.419,0.33195,0.82921,1.02146,0.83007,0.93395,0.94323,0.93775,0.19629,0.36834,0.52259,0.000187205,0.000187205,0.000187205
69,795.995,0.33134,0.86645,1.02096,0.81034,0.96872,0.9448,0.93439,0.24085,0.37365,0.56186,0.000181701,0.000181701,0.000181701
70,807.515,0.31689,0.82163,1.01648,0.82417,0.96259,0.943,0.93196,0.24099,0.3624,0.55407,0.000176196,0.000176196,0.000176196
71,819.125,0.32275,0.82209,1.01225,0.81692,0.9522,0.94063,0.92154,0.26663,0.37303,0.57759,0.000170692,0.000170692,0.000170692
72,830.594,0.31453,0.80467,1.01143,0.82002,0.97833,0.94898,0.93338,0.25801,0.35283,0.56864,0.000165188,0.000165188,0.000165188
73,842.184,0.31829,0.78761,1.01166,0.80813,0.97893,0.94561,0.93636,0.23954,0.3571,0.53963,0.000159683,0.000159683,0.000159683
74,853.774,0.32237,0.82234,1.01983,0.82161,0.96385,0.94952,0.93337,0.26261,0.35172,0.57668,0.000154179,0.000154179,0.000154179
75,865.337,0.31754,0.79615,1.01283,0.83465,0.96053,0.9467,0.93091,0.25783,0.34735,0.54867,0.000148674,0.000148674,0.000148674
76,877.026,0.31801,0.76364,1.01685,0.81878,0.95512,0.94588,0.93378,0.25644,0.36517,0.56374,0.00014317,0.00014317,0.00014317
77,888.586,0.31277,0.79569,1.01138,0.80794,0.97811,0.94267,0.92972,0.2696,0.3634,0.56733,0.000137666,0.000137666,0.000137666
78,900.154,0.31326,0.78191,1.01256,0.81916,0.98519,0.9481,0.94008,0.23506,0.33458,0.5359,0.000132161,0.000132161,0.000132161
79,911.925,0.31085,0.77246,1.00779,0.81921,0.96969,0.94843,0.93534,0.23695,0.36174,0.54893,0.000126657,0.000126657,0.000126657
80,923.407,0.31097,0.75518,1.00673,0.82721,0.95584,0.94982,0.93541,0.26762,0.3609,0.55618,0.000121152,0.000121152,0.000121152
81,935.089,0.29943,0.7632,1.00675,0.82387,0.97786,0.95074,0.93484,0.25634,0.34073,0.55934,0.000115648,0.000115648,0.000115648
82,946.678,0.29879,0.72243,1.00338,0.82182,0.97769,0.94688,0.93865,0.22651,0.32776,0.53538,0.000110144,0.000110144,0.000110144
83,958.267,0.3069,0.76543,1.00627,0.8271,0.96179,0.94882,0.93629,0.23397,0.3304,0.53703,0.000104639,0.000104639,0.000104639
84,970.019,0.3025,0.7549,1.00729,0.82029,0.99031,0.94926,0.93039,0.28428,0.34067,0.5737,9.91348e-05,9.91348e-05,9.91348e-05
85,981.542,0.30128,0.74134,1.00568,0.81778,0.97778,0.9484,0.93817,0.2414,0.34332,0.54102,9.36304e-05,9.36304e-05,9.36304e-05
86,993.086,0.30541,0.76496,1.00804,0.82238,0.97149,0.94961,0.92824,0.29296,0.35269,0.59551,8.8126e-05,8.8126e-05,8.8126e-05
87,1004.79,0.31034,0.77136,1.01251,0.82823,0.97018,0.94886,0.94176,0.22694,0.33153,0.53701,8.26216e-05,8.26216e-05,8.26216e-05
88,1016.36,0.28897,0.70124,0.99687,0.82723,0.96865,0.95332,0.94121,0.25692,0.33663,0.5568,7.71172e-05,7.71172e-05,7.71172e-05
89,1027.96,0.29104,0.71873,0.99505,0.82662,0.98352,0.9519,0.9434,0.20711,0.31581,0.51786,7.16128e-05,7.16128e-05,7.16128e-05
90,1039.51,0.29236,0.71139,0.99753,0.82568,0.97942,0.95149,0.94325,0.22221,0.31441,0.52976,6.61084e-05,6.61084e-05,6.61084e-05
91,1051.96,0.15949,0.39673,0.9227,0.813,0.97741,0.95037,0.93867,0.23062,0.34992,0.54282,6.0604e-05,6.0604e-05,6.0604e-05
92,1063.5,0.14225,0.32176,0.91179,0.82263,0.98499,0.95056,0.94515,0.21257,0.32356,0.51915,5.50996e-05,5.50996e-05,5.50996e-05
93,1074.89,0.13542,0.30138,0.91167,0.82322,0.98521,0.95111,0.94503,0.22678,0.33168,0.53094,4.95952e-05,4.95952e-05,4.95952e-05
94,1086.4,0.13042,0.2986,0.90524,0.822,0.98582,0.95242,0.94377,0.23261,0.31101,0.53612,4.40908e-05,4.40908e-05,4.40908e-05
95,1097.77,0.12751,0.2764,0.89781,0.82226,0.99042,0.9533,0.94907,0.20661,0.29696,0.51191,3.85864e-05,3.85864e-05,3.85864e-05
96,1109.15,0.12215,0.27948,0.89853,0.82096,0.98892,0.95359,0.94637,0.23202,0.30026,0.53095,3.3082e-05,3.3082e-05,3.3082e-05
97,1120.66,0.11626,0.27584,0.89268,0.8209,0.98566,0.95254,0.94776,0.20731,0.29632,0.5127,2.75776e-05,2.75776e-05,2.75776e-05
98,1132.19,0.11307,0.26759,0.8842,0.82246,0.98665,0.95274,0.94851,0.2046,0.29719,0.50976,2.20732e-05,2.20732e-05,2.20732e-05
99,1143.6,0.11529,0.2651,0.89478,0.83017,0.9751,0.95288,0.94878,0.20071,0.29091,0.50612,1.65688e-05,1.65688e-05,1.65688e-05
100,1155.09,0.11202,0.26646,0.88793,0.82041,0.98829,0.95333,0.94958,0.20848,0.29319,0.51305,1.10644e-05,1.10644e-05,1.10644e-05
